item,dept,unit_cost,stock_on_hand
"9589",69,7852,7889,65906
"690",70,21231,4942,55741
"1132",70,15644,3314,51741
"1305",70,25357,6125,61445
"1490",70,14003,288,91234
"1659",70,31972,6065,95007
"1921",70,46383,0036,5572
"3875",70,7658,7615,62979
"4594",70,46928,9178,97116
"8065",70,12158,7948,33387
"8434",70,27115,8322,59425
"9188",70,6266,4571,4387
"183",86,8264,1034,18617
"603",86,20858,2597,34671
"2867",86,25374,8799,9149
"3190",86,48766,8235,54485
"3650",86,45358,1209,49925
"4449",86,46676,3207,90616
"5033",86,40620,2185,73445
"6698",86,17131,769,64346
"9073",86,49506,841,91495
"9604",86,12025,5346,4871
"588",91,27932,5554,86404
"2715",91,16313,2024,62136
"3216",91,20260,5413,9909
"4504",91,35617,6761,82598
"6126",91,18319,5504,22360
"6498",91,29966,8834,67548
"6774",91,35091,7404,59624
"7499",91,44501,6383,91426
"8151",91,22673,4124,67831
"8375",91,40128,3725,30438
"9331",91,12358,3522,16943
"809",94,20244,7601,26434
"1074",94,42531,1821,82904
"2504",94,44681,1979,36244
"2628",94,19328,1834,21170
"2737",94,36108,2079,31650
"4520",94,10599,3402,51730
"4807",94,22269,1148,2738
"5248",94,23420,937,7570
"5863",94,22208,9437,34888
"6334",94,30945,3038,50471
"6533",94,12148,6642,47523
"7173",94,43004,6054,34717
"7635",94,5084,0411,53652
"8740",94,20707,0259,29429
"9160",94,11898,6849,26235
"9908",94,41061,4353,29413
"9982",94,31694,3788,37225
"1794",99,12506,8687,43178
"2233",99,46421,7201,18462
"2907",99,13344,1958,88939
"3141",99,18223,8202,56417
"3564",99,37543,5784,47308
"3620",99,9463,1416,80264
"4090",99,21403,1789,73582
"4302",99,32023,6017,68944
"6240",99,15260,6885,94117
"8463",99,14829,8478,42115
"9207",99,5619,0214,83333
"9475",99,40918,5141,47726
"9628",99,19726,9579,77738
"9684",99,22387,6442,49060
"739",10,19269,1763,31238
"1627",10,9259,3084,4781
"2751",10,6031,3483,49810
"3261",10,17502,7274,27178
"4309",10,37291,9248,92616
"4735",10,42779,6596,27393
"5156",10,30322,5066,12742
"5233",10,36881,0295,35470
"5774",10,36106,2232,49180
"7022",10,9037,3983,45009
"8210",10,42558,8628,60043
"8631",10,8051,5081,76990
"9590",10,26909,1933,39793
"9783",10,16914,6978,85292
"179",26,38218,6571,54395
"184",26,35478,0031,53790
"1762",26,33021,8331,67683
"2145",26,19166,0786,84207
"2446",26,15662,2847,47334
"5149",26,38977,933,3833
"5395",26,12124,4965,93052
"5700",26,14258,6911,38091
"6713",26,41939,6866,25788
"6890",26,13659,4596,96289
"6939",26,18992,7283,81582
"7046",26,25522,698,95262
"7317",26,46755,6307,6320
"8313",26,10565,4934,34686
"9702",26,9553,8607,23231
"1300",31,14591,2525,58155
"1516",31,34539,7008,93649
"2127",31,28904,7059,61226
"3785",31,45340,7512,63216
"4007",31,39844,2488,46088
"4438",31,24352,8671,39298
"4805",31,40683,133,79157
"5351",31,24044,9493,1346
"5470",31,28569,2715,4671
"5836",31,14504,9721,95936
"7751",31,12307,0714,29517
"7973",31,34660,5638,67389
"8377",31,12020,5571,16813
"8627",31,37699,0833,48187
"9577",31,10058,5911,6564
"2484",67,13626,7764,8372
"2996",67,15518,5973,42341
"4025",67,21574,1203,89967
"4127",67,9779,6566,46626
"4381",67,45640,7319,12718
"5778",67,18242,4461,78684
"6224",67,45488,3138,74364
"6299",67,35017,8823,22728
"7835",67,16358,9989,12366
"8644",67,43958,346,54230
"8891",67,17996,6965,89214
"9076",67,32282,3836,85978
"9700",67,28545,6551,93553
"9815",67,11585,4939,25563
"1442",69,5534,3346,6550
"1560",69,45741,6149,75827
"1857",69,11065,4188,52103
"2245",69,31686,8951,27621
"2542",69,9023,7509,99462
"3649",69,46528,894,55871
"4064",69,22512,0266,49911
"4410",69,15338,7829,6808
"4921",69,37827,1819,72412
"5633",69,12053,6321,99146
"6701",69,20710,2819,28264
"6754",69,31625,901,58253
"7170",69,27903,45,80663
"7472",69,24414,6883,55259
"7568",69,47560,8221,62034
"7839",69,8332,7819,22916
"7931",69,32261,5602,13980
"7992",69,35629,8127,10178
"8395",69,7379,3622,37720
"9825",69,36433,2024,42547
"9828",69,16829,4327,41715
"441",70,42959,6133,3668
"636",70,30383,0849,75226
"1092",70,27363,9796,47829
"1314",70,20035,3515,62506
"1761",70,42079,9852,51271
"5819",70,23721,0801,48856
"6232",70,22783,2746,96999
"6254",70,31729,8481,20475
"6443",70,16532,8193,17741
"7119",70,10532,8198,98505
"8596",70,14791,0771,56387
"9600",70,22621,9753,24656
"69",86,39629,3577,50724
"374",86,11063,9497,80977
"646",86,46740,6106,52263
"1955",86,34852,867,59370
"2224",86,46650,6533,68165
"2664",86,39765,1422,12691
"3207",86,40771,5174,63564
"3820",86,42994,3455,10673
"4894",86,6187,157,70408
"4897",86,26796,058,37000
"5541",86,10138,5983,54195
"6051",86,38571,4862,38401
"6560",86,21987,8577,1548
"9136",86,31605,7607,29344
"61",91,9473,945,41554
"164",91,8368,9177,80884
"907",91,5132,6932,93813
"1311",91,10754,3316,11328
"2197",91,30499,1115,78627
"2740",91,21672,5989,77285
"2817",91,30854,9018,81466
"3423",91,20555,0417,71421
"4935",91,5435,109,6032
"7191",91,33970,8532,85730
"8616",91,23687,2451,40958
"8756",91,42755,3106,51952
"9139",91,25098,2152,20808
"9842",91,7245,3118,89957
"1963",94,44239,9173,72955
"2285",94,18957,5402,50549
"4303",94,30223,2491,54786
"5153",94,43213,314,96005
"6009",94,44531,6599,72875
"7707",94,36305,2599,57352
"8183",94,5852,0329,94015
"8249",94,7351,1885,15642
"8477",94,15298,369,23685
"8745",94,37813,5546,68296
"8856",94,40976,2811,1015
"9874",94,16052,2348,73608
"702",99,44883,056,1216
"709",99,19843,1757,82551
"1293",99,40945,0207,61066
"1393",99,21854,0538,8488
"1840",99,16328,2201,90705
"2785",99,22796,2483,67009
"3403",99,32809,2995,75952
"3443",99,11320,0807,9151
"3639",99,27804,1536,1188
"4602",99,16300,4026,74915
"4772",99,12319,0616,52635
"4991",99,18005,4956,46693
"5369",99,25530,9534,66826
"5885",99,21301,9678,56004
"6611",99,33898,0437,67097
"7682",99,21528,7942,71836
"9210",99,47802,9389,92790
"9989",99,10537,5789,7657
"1006",10,35979,9082,86238
"2673",10,34182,247,56261
"3074",10,41533,5137,82866
"5833",10,44055,1885,36636
"6081",10,17329,5753,18324
"6457",10,38640,9528,2111
"7641",10,33875,5066,42290
"8072",10,26646,126,86239
"8503",10,17017,0198,63750
"8995",10,12616,1572,28594
"9233",10,6276,924,37576
"939",26,17600,6551,6223
"993",26,20849,2718,93078
"2788",26,40040,1887,3820
"4945",26,33239,929,40089
"5068",26,44178,7077,65065
"5655",26,14555,0404,43315
"5876",26,31421,2403,66909
"9206",26,40685,3805,66560
"9762",26,46745,6605,33641
"1428",31,13594,0226,31638
"1768",31,15138,8224,60970
"3805",31,34458,2266,40543
"4661",31,18525,2075,38868
"4976",31,12387,3482,4645
"5272",31,13349,2119,10402
"6742",31,46669,7375,69360
"6766",31,9713,5471,54251
"7730",31,48940,2056,38952
"8610",31,36869,4092,3903
"711",67,33547,6955,17768
"1333",67,16147,4293,49717
"2172",67,44040,0123,75715
"3003",67,28708,2478,84683
"3076",67,9503,1903,51097
"3529",67,31897,4827,20661
"6099",67,23406,3316,28398
"7477",67,35029,4012,58375
"9929",67,7360,875,59601
"373",69,43939,9563,55723
"768",69,49904,4835,75105
"791",69,22133,7533,13818
"3199",69,41159,1051,55811
"3574",69,13747,2455,15411
"3655",69,41719,1409,44843
"4632",69,13038,2087,93536
"7129",69,24207,8335,99680
"7420",69,16292,0802,44896
"7598",69,46608,004,47204
"8537",69,43122,8394,48429
"8897",69,24202,2514,92305
"670",70,41701,5446,69102
"2532",70,26582,4427,52304
"3000",70,23636,9761,18870
"3372",70,37639,5075,81428
"3528",70,47232,002,42026
"4420",70,33579,8558,78553
"5413",70,15864,3155,45873
"5905",70,41685,8356,26626
"6329",70,19916,9898,65643
"6760",70,14816,45,86863
"7128",70,39442,4569,31696
"8480",70,15785,868,94398
"2313",86,34754,6591,86193
"2585",86,39607,3611,54850
"3482",86,39495,8869,63255
"3778",86,40576,3865,10703
"4633",86,18053,0846,38484
"4989",86,25045,3953,61016
"5179",86,10867,559,22515
"5507",86,13758,3949,82450
"5543",86,7122,2032,84986
"5615",86,9053,7385,57240
"6750",86,34678,0345,66736
"6883",86,26328,1603,91353
"6922",86,5803,1616,61451
"7610",86,49246,9405,31138
"8023",86,34516,371,14982
"9376",86,26040,54,18669
"9666",86,16085,3182,79205
"9752",86,26893,6875,82080
"1494",91,17233,9184,52335
"1643",91,10326,0405,16902
"3245",91,22863,7842,44133
"4542",91,11968,7436,69053
"6837",91,27563,9381,13514
"7995",91,46473,3524,76711
"1038",94,22664,5619,52267
"1101",94,8280,0651,74773
"1571",94,14259,9931,46235
"2267",94,19007,1088,45031
"2302",94,16500,9318,5288
"2320",94,33881,0297,70068
"3132",94,22968,4094,37186
"3218",94,7804,651,99408
"3644",94,37465,0613,5472
"3702",94,21717,6498,46542
"4310",94,16773,5018,95140
"4314",94,40426,3261,87890
"4318",94,24273,1982,61826
"6860",94,34200,6602,83861
"7687",94,10144,9129,33075
"8301",94,9022,0993,31065
"368",99,27201,6821,50421
"493",99,27888,3536,1668
"643",99,42610,4567,8088
"1261",99,22226,3189,21345
"1287",99,9409,2163,83081
"1445",99,32922,8823,54022
"1693",99,29873,0832,93236
"2370",99,16567,3625,12292
"2431",99,12101,9794,15551
"2743",99,13885,2263,6438
"2761",99,23254,6339,2849
"3079",99,36391,385,8734
"4368",99,9788,7683,27783
"5380",99,21056,1257,75721
"5651",99,9342,3887,44939
"5970",99,13041,3479,75772
"6050",99,40891,0616,28395
"6439",99,16545,719,47568
"7004",99,44577,8692,97913
"7090",99,47201,902,20441
"7160",99,36179,5585,40933
"7537",99,47964,2941,84205
"7696",99,12572,5475,65474
"8444",99,18593,8768,95036
"8819",99,47714,6387,37058
"9705",99,14592,9534,31727
"200",5,24284,5814,52591
"915",5,26337,8102,53188
"1802",5,23865,2864,46424
"2039",5,5068,9067,21520
"3188",5,45886,8886,33087
"3719",5,5453,0031,91514
"3782",5,16689,646,78585
"3998",5,16713,58,33833
"4274",5,42723,6507,10137
"5154",5,27535,4179,32256
"5217",5,36883,6847,55761
"5223",5,46649,4972,85189
"5324",5,33767,9478,49204
"5622",5,27987,1121,29265
"5888",5,5496,2143,84864
"6817",5,38910,756,9586
"9193",5,16104,8285,11313
"261",24,36663,3243,19915
"845",24,25157,6071,72945
"1059",24,25874,1508,21463
"2338",24,37450,3708,51365
"2550",24,20892,0495,5135
"4720",24,48031,9074,91995
"4836",24,47672,197,26706
"4919",24,32472,1704,22045
"5036",24,44302,8394,1334
"7736",24,43653,0785,18980
"8929",24,27702,9878,96676
"9432",24,24339,6132,2608
"2671",36,31419,5724,29610
"3176",36,17515,7911,14305
"3374",36,43431,1454,28188
"3710",36,31740,3046,83345
"3722",36,29955,7959,22598
"5158",36,32111,6759,48729
"5387",36,49211,1013,31703
"6667",36,44841,5342,2868
"8051",36,43117,0131,6405
"8331",36,6695,5103,51100
"9066",36,16864,5194,81186
"1747",48,38139,5611,89253
"4148",48,18149,1026,96240
"4980",48,22106,5428,38364
"5003",48,48277,2835,84981
"6752",48,43794,2471,9859
"7308",48,30923,5793,67278
"7903",48,48054,3492,21095
"8983",48,6890,2686,98736
"847",51,25549,6586,71976
"2366",51,40784,3578,75222
"2533",51,13694,1734,46576
"3014",51,27061,2331,45903
"3170",51,27134,2211,67100
"3424",51,44453,0166,44719
"3584",51,20496,105,14258
"3865",51,18109,411,6498
"5448",51,34077,4374,58830
"5685",51,34320,4118,84279
"7026",51,45272,1186,46326
"7379",51,46742,0343,1507
"8827",51,25535,7488,73654
"8947",51,8233,3908,17200
"9433",51,25303,0681,14008
"912",65,40965,485,73929
"1100",65,28151,7117,30504
"1399",65,13425,7946,78637
"2140",65,43848,4216,20867
"2835",65,24725,2644,47482
"3257",65,8158,7788,2568
"3309",65,26433,6245,16604
"5586",65,16142,5062,55795
"5927",65,8453,4641,84598
"5967",65,32566,611,69342
"6427",65,6332,4216,55007
"6472",65,22307,3618,24141
"6621",65,9517,6262,78264
"7408",65,22445,0672,50962
"7578",65,16641,1007,51044
"167",89,14955,9038,85842
"376",89,29899,2522,85588
"1422",89,24117,9395,93577
"2905",89,20860,1266,52524
"3241",89,38143,9363,39226
"4105",89,23511,0958,22261
"4908",89,23479,4824,88070
"5150",89,20970,7487,25068
"5170",89,25252,8869,51077
"5560",89,49658,2772,56133
"5652",89,34484,8518,54190
"5671",89,37257,4029,23285
"8325",89,8040,2494,59241
"8936",89,49099,9377,2092
"2068",93,24536,0315,53273
"2159",93,10628,6379,89262
"2660",93,34705,6758,99023
"2844",93,18550,0023,18634
"3361",93,16876,4248,61003
"3420",93,42703,0822,35693
"3597",93,27084,6473,26715
"6280",93,26164,367,65768
"7041",93,38185,024,10919
"7063",93,37297,866,49351
"9329",93,19606,7719,41151
"6",5,30913,3139,19730
"1464",5,15471,6941,76411
"1675",5,5462,7817,29220
"2630",5,15299,6478,40744
"2775",5,14992,4351,86821
"2803",5,7760,5572,16727
"3122",5,40056,0868,42168
"4736",5,23728,2921,92369
"4870",5,6367,8953,44873
"5043",5,39205,909,45416
"6776",5,26732,4214,3637
"8761",5,33554,2019,78478
"9891",5,43910,4004,57236
"9974",5,44846,5214,68593
"678",24,30866,5471,55098
"1711",24,14312,9183,4377
"2237",24,18137,9159,18404
"3152",24,39950,8622,43960
"3583",24,38159,6683,2260
"5804",24,11911,6367,97201
"6384",24,44960,8797,53226
"7356",24,43078,0435,75409
"8832",24,17704,5904,41972
"9336",24,16396,0716,24046
"9497",24,9204,9743,85102
"259",36,40082,5039,66932
"606",36,45742,1089,63449
"882",36,41608,0558,72231
"1691",36,24500,8521,37872
"4101",36,44515,2523,2763
"4634",36,48779,0162,1997
"4744",36,48936,7451,38253
"5648",36,7964,8731,30106
"8166",36,17119,3758,12792
"8245",36,34540,3455,62518
"8337",36,47793,3691,67898
"8872",36,44092,781,68114
"8886",36,34636,9259,28077
"9016",36,47822,8514,31925
"9627",36,19575,097,53560
"9851",36,33401,9749,96068
"638",48,5455,1207,65822
"655",48,32525,2476,38867
"952",48,40473,0758,29241
"1551",48,30466,6756,9399
"5400",48,35381,7707,67610
"5816",48,44429,746,32517
"5844",48,47655,6807,1526
"5879",48,9360,8371,66482
"6558",48,11176,2054,98989
"7183",48,49499,8925,8049
"8053",48,5945,3276,89814
"8517",48,39251,1418,78011
"8772",48,36792,2719,99241
"8838",48,45559,7563,89255
"8999",48,13715,4393,70425
"9850",48,8284,6976,54083
"757",51,47244,1151,89109
"1413",51,44720,8425,93504
"1674",51,27697,9832,47415
"3654",51,20399,8091,39063
"4492",51,49140,3903,95523
"4863",51,30126,7163,7413
"5024",51,29838,1145,62946
"5239",51,39587,2684,46940
"5785",51,24693,2084,41098
"5814",51,24385,129,29207
"7483",51,42404,7973,50366
"7628",51,8381,7413,77074
"7967",51,19623,9946,46626
"8138",51,49237,8989,6775
"8528",51,7830,1488,41436
"8753",51,9758,4579,27211
"9809",51,12744,6769,47282
"9886",51,40907,1357,13547
"215",65,17683,5041,46374
"1107",65,12514,3506,20316
"1668",65,12623,4456,84378
"2144",65,20571,4938,38308
"2200",65,31177,5698,11429
"2206",65,43163,9753,92772
"2279",65,23549,1279,71348
"4508",65,8916,0855,70843
"5167",65,13778,25,41977
"5334",65,31961,1611,88222
"5954",65,7844,8262,8190
"8308",65,37641,3789,39322
"8493",65,44222,2876,98238
"1152",89,31680,4556,95138
"1944",89,39299,7664,56565
"3206",89,32402,1952,71231
"3237",89,28310,1604,35971
"7005",89,27726,6116,34122
"8103",89,8395,987,35426
"9101",89,43936,7342,23272
"9248",89,13819,9247,31504
"9486",89,13069,8689,46166
"104",93,13941,2182,60889
"130",93,45267,1915,68511
"352",93,43224,1332,21026
"632",93,40744,9966,35047
"800",93,13599,305,18945
"890",93,35477,0194,56726
"2014",93,13882,0719,74769
"2022",93,11200,4085,4755
"2477",93,49858,5452,33943
"2752",93,9157,7795,91716
"4285",93,13175,2158,36702
"5319",93,25449,8509,12079
"5707",93,26300,9183,62267
"9601",93,27706,9157,35906
"209",5,45924,2683,42735
"839",5,28102,5596,60625
"2579",5,37070,4647,12343
"2794",5,22206,2568,85487
"2923",5,41516,806,53999
"5641",5,27452,2093,33765
"7371",5,20302,3635,98868
"8109",5,19526,8514,59345
"8264",5,36046,2069,93208
"8406",5,7610,0772,6752
"500",24,23869,7955,57583
"2434",24,46723,1741,82766
"3016",24,22740,0435,66401
"4953",24,36517,9284,2160
"5134",24,20664,8633,55761
"5877",24,6524,737,38852
"6556",24,9251,3279,10147
"7171",24,16837,1874,2921
"7223",24,15713,3935,25161
"8914",24,19682,6274,97321
"9561",24,30137,5486,56765
"9997",24,40612,4982,46086
"1162",36,7990,27,40877
"1273",36,11440,3009,97494
"1540",36,39762,9152,7145
"3064",36,49554,4223,84455
"4558",36,46189,7188,97556
"5416",36,31566,5907,67766
"6144",36,37455,3326,50645
"6513",36,43880,2913,15298
"7109",36,45679,2715,50999
"7307",36,18180,5365,46866
"7723",36,38030,0837,24459
"9044",36,29493,7349,69630
"9286",36,15060,1414,9224
"9853",36,17968,3931,61085
"9986",36,47206,2677,49737
"255",48,16053,2682,92128
"366",48,23053,8333,59480
"721",48,14575,2574,89832
"2101",48,5375,8354,60427
"3251",48,33874,0246,2980
"4053",48,13449,9739,83727
"6190",48,21748,9024,84287
"7453",48,27185,6302,21643
"1019",51,5775,1051,53548
"1553",51,13690,7664,2126
"1558",51,37345,9975,37776
"2742",51,46266,6344,78445
"4925",51,19794,3842,91896
"5979",51,6967,3927,67632
"6640",51,47035,8962,49569
"7296",51,7408,9387,44036
"7878",51,48815,7467,34852
"8855",51,14535,6509,66694
"9387",51,46015,2283,29671
"9791",51,19355,549,25077
"198",65,13235,0403,84740
"1868",65,21511,4767,88974
"4597",65,30315,2124,78834
"6562",65,18667,1217,47382
"7899",65,28412,1942,80750
"9493",65,36096,3591,92761
"9679",65,23960,7173,69538
"589",89,38710,1095,4795
"2299",89,44379,2238,64486
"3557",89,47061,3242,51047
"4978",89,30268,9442,48294
"6421",89,13854,3895,56535
"6585",89,42378,225,58633
"7602",89,24284,7955,17738
"8276",89,20688,8986,7128
"8465",89,21884,421,57058
"9560",89,46244,6887,81081
"9763",89,47404,5844,96797
"5929",93,49994,3587,81471
"7184",93,42461,3984,13693
"7551",93,31818,6996,46537
"8828",93,14756,4823,44106
"9317",93,39908,8094,29176
"9409",93,31599,4531,65781
"541",5,12586,9305,44972
"3048",5,39690,6233,88984
"3603",5,5871,7667,37247
"5497",5,7767,1789,94928
"5821",5,9159,8463,1897
"5932",5,8229,771,78421
"6381",5,6552,4109,3966
"6542",5,45427,433,76413
"6672",5,17377,0047,19745
"9466",5,8421,5727,98649
"66",24,18588,1807,32001
"1404",24,19534,7548,17448
"2104",24,20543,0883,85512
"3177",24,48656,5057,35164
"4094",24,19263,8961,34998
"7216",24,36683,2746,97957
"7225",24,8923,184,94826
"8353",24,30810,3214,83410
"8790",24,48316,4825,3436
"9239",24,5947,8348,96727
"9985",24,46436,0122,84187
"321",36,8603,5807,73401
"2293",36,32590,0663,61734
"2344",36,6723,8698,9021
"3871",36,31171,6826,19553
"4168",36,10962,5289,9302
"6056",36,30261,9591,84862
"6150",36,30928,8578,89037
"6949",36,42874,6776,37182
"7490",36,21853,9605,65448
"7788",36,16959,1742,14277
"9167",36,19055,2835,77515
"362",48,28696,9858,9996
"2398",48,45088,5794,80505
"2781",48,24790,76,37133
"4098",48,37875,9316,56844
"4414",48,17194,0969,47964
"5360",48,46195,8753,65130
"6220",48,24654,5594,98719
"6686",48,44593,4987,81817
"6978",48,6723,4457,73733
"7789",48,31322,7013,49448
"8277",48,23537,6424,65181
"8981",48,25482,3017,85737
"8993",48,41586,3102,93552
"2661",51,32874,418,95320
"5911",51,24858,4598,76308
"7846",51,43727,1275,2428
"8",65,29045,4192,30233
"786",65,14326,1081,57855
"807",65,9511,415,26920
"1256",65,32611,6181,29990
"2968",65,33151,4741,47331
"3247",65,42024,7695,14948
"4540",65,23865,5655,18860
"5038",65,28885,0196,54577
"8376",65,8867,0333,37750
"9445",65,47425,6018,97859
"9452",65,27742,463,71869
"9912",65,33315,9371,72202
"37",89,48074,9312,38522
"272",89,37678,5358,82754
"746",89,6263,3437,34063
"1090",89,14426,1777,20287
"1671",89,44985,8653,24124
"2272",89,10152,7374,12630
"2953",89,19823,2957,18874
"3751",89,48334,5017,67079
"4323",89,7492,8482,75500
"5016",89,7920,6175,66261
"5166",89,27708,0621,39573
"6085",89,8289,5435,44312
"6773",89,29018,1188,31465
"8079",89,38388,4409,52208
"8163",89,41701,7328,77807
"8346",89,42763,5018,15109
"8884",89,32903,1879,95333
"9737",89,18280,173,78749
"945",93,5766,166,60696
"1032",93,39625,4547,55392
"1803",93,46682,2149,96666
"1916",93,22771,1478,10680
"2030",93,5007,619,70946
"3472",93,37000,741,3071
"3495",93,44103,2376,28103
"3554",93,17791,2468,28255
"4019",93,43980,0781,36959
"5564",93,21699,6724,10089
"5891",93,14497,5518,16320
"7168",93,34699,528,17627
"8284",93,28031,4253,6268
"8747",93,16225,2041,51965
"9155",93,27143,3512,86353
"9580",93,5491,7016,85891
"592",5,17646,6505,43597
"1487",5,5808,8786,45659
"2588",5,42483,3253,67670
"4723",5,40669,7283,67264
"5942",5,36060,2792,10279
"6093",5,5798,2349,84553
"6317",5,46780,8236,88196
"7565",5,24245,9167,43257
"7680",5,38888,2085,34489
"8262",5,48552,489,95317
"8469",5,18747,0723,60694
"8657",5,25352,2914,73479
"967",24,19305,4795,86624
"4146",24,34702,6066,61561
"4158",24,41957,3572,61707
"5032",24,10531,8622,28614
"5098",24,11468,8733,48091
"6983",24,19239,9084,29293
"7351",24,19492,8561,18208
"7914",24,18438,2044,60972
"9339",24,32889,3572,36069
"9830",24,46191,186,29664
"808",36,7541,4631,38215
"820",36,32695,7277,98460
"2036",36,33345,8313,17362
"3741",36,32763,4722,91547
"3881",36,17803,368,46507
"5162",36,7315,7448,44885
"5843",36,5856,8334,90540
"5858",36,35267,2941,43478
"6350",36,12811,1225,88604
"7110",36,26669,6455,91659
"7567",36,10845,7374,96411
"7614",36,28084,3965,80915
"7752",36,24425,3559,76635
"7939",36,42943,0824,20692
"8226",36,46872,2962,32721
"8649",36,38178,7241,7652
"8712",36,15936,1159,51581
"8839",36,47749,1482,19035
"491",48,13954,6708,46864
"1131",48,13013,472,22636
"1260",48,5283,9185,24300
"2401",48,37806,8647,56898
"4177",48,6769,2122,86427
"5305",48,26699,4441,85983
"5524",48,5145,5077,71690
"5583",48,20757,767,71719
"6043",48,26583,7037,87504
"6301",48,5080,3158,98457
"6563",48,41308,8442,27590
"7589",48,43499,8481,22817
"8529",48,36954,801,48887
"9277",48,33733,0465,11939
"9873",48,19473,5617,8112
"1640",51,22655,3,56326
"3717",51,11049,8717,33925
"4889",51,31423,2464,46238
"4964",51,34563,804,47313
"5271",51,10785,5235,58649
"5933",51,21902,6587,22935
"6935",51,15817,0507,98881
"6954",51,47328,6139,37264
"7015",51,11853,821,82001
"8206",51,40915,7668,79416
"8216",51,33021,0601,29639
"8685",51,24687,6186,43617
"9402",51,18548,6592,97766
"609",65,24053,6178,15921
"3073",65,21908,8411,57947
"3082",65,39948,7443,23098
"3333",65,33685,8063,52590
"4328",65,41273,2892,86408
"4476",65,35050,0971,70439
"8176",65,37467,9192,31747
"2049",89,28636,2219,33320
"2405",89,40933,2494,47768
"2638",89,41249,5617,95220
"2793",89,37642,6817,28188
"3038",89,44338,9371,73726
"3103",89,33865,088,23196
"3592",89,44533,6051,69558
"4461",89,23560,688,2687
"5353",89,32909,4079,87446
"7102",89,41827,3847,65231
"7849",89,41016,3499,50444
"8021",89,22343,6253,67207
"13",93,26107,8274,9964
"420",93,47859,9079,36742
"1141",93,23168,4416,86572
"3392",93,41308,6971,41724
"4298",93,32765,3909,70746
"4331",93,26903,0175,22882
"5662",93,31698,2211,72393
"5678",93,23557,4055,67612
"6294",93,38464,4978,69776
"7676",93,6656,8262,48895
"8317",93,18788,9587,34664
"1446",5,14305,5391,11286
"2161",5,24365,6817,48704
"4054",5,32772,6017,94238
"4189",5,38537,9393,41651
"5011",5,28123,8237,81514
"5168",5,38450,131,6703
"6724",5,44070,8961,94190
"8189",5,11885,0266,63832
"572",24,49932,7491,10144
"650",24,8392,9102,98533
"1180",24,25751,097,95573
"3115",24,32363,376,20607
"3275",24,48347,3218,15638
"3951",24,33426,2242,64116
"4798",24,6018,6375,86191
"4874",24,38369,5363,4980
"5137",24,22964,359,89412
"5476",24,47568,8759,62987
"5610",24,12514,4472,13058
"5729",24,5561,494,2880
"8850",24,15695,9529,27837
"9415",24,7289,1329,56418
"9962",24,44131,199,44118
"835",36,30731,9854,60879
"1838",36,40286,3903,35263
"3072",36,7891,4511,67446
"3888",36,16425,9566,86912
"5945",36,21785,911,54034
"6453",36,38761,4035,44379
"6759",36,26206,094,26881
"7221",36,28798,3133,51244
"64",48,45529,0941,53615
"577",48,39577,8172,77546
"1299",48,35224,5198,17386
"2873",48,23654,7093,30038
"4023",48,25252,3569,45045
"4194",48,8261,1702,37806
"5108",48,5372,6297,1202
"5646",48,9602,0578,31236
"5738",48,47520,9617,86821
"7493",48,49625,9314,44249
"7632",48,40814,5742,47030
"9771",48,10478,8406,44630
"1438",51,39880,7498,19517
"2062",51,16480,5133,73414
"3766",51,49004,3218,85491
"7978",51,5386,7827,48774
"8194",51,38633,637,92607
"8580",51,14620,5904,89370
"9849",51,45232,3704,97554
"731",65,36039,5649,61764
"1586",65,26852,2193,52437
"4187",65,44622,6437,77648
"4290",65,49443,6381,42592
"4664",65,7592,0019,85611
"7277",65,26540,0883,18631
"8910",65,38045,3818,28068
"9148",65,38809,9953,90735
"742",89,43443,9167,48755
"1127",89,46719,9951,37617
"3140",89,49118,8856,39521
"3518",89,10929,582,82732
"5260",89,38570,8981,90443
"6300",89,14284,3707,58016
"6393",89,38308,6895,84674
"6416",89,41059,4346,13249
"6696",89,32476,0837,93109
"7709",89,15658,1743,33197
"9756",89,42785,7109,8668
"75",93,9649,2083,46773
"87",93,16226,2689,91239
"287",93,43319,4618,95261
"490",93,44036,2291,86884
"1274",93,9571,8258,15969
"2110",93,5968,7533,86241
"2201",93,42173,7548,53918
"2330",93,46286,9779,8971
"2335",93,42878,4947,27602
"4028",93,34718,415,42629
"4952",93,47564,3724,99568
"6375",93,18968,9946,65309
"6396",93,38263,0539,68481
"6425",93,9216,9343,88688
"6456",93,46489,7087,91479
"7817",93,44451,5323,26044
"8037",93,47111,44,26704
"8514",93,43649,3777,33149
"8684",93,25835,5747,52111
"9870",93,39986,5057,68530
"70",5,34413,7685,79368
"479",5,37027,2851,39287
"1173",5,23151,0337,5387
"1441",5,29322,2821,61852
"2288",5,20640,0004,81634
"4481",5,48244,7458,81049
"6519",5,28151,9576,69523
"6525",5,6981,3369,38144
"6786",5,23309,779,31512
"7094",5,37943,8827,28885
"7259",5,44077,0553,44276
"7292",5,21509,5194,16067
"8496",5,19280,834,87863
"9094",5,17393,9546,26997
"600",24,49926,8979,3150
"2723",24,25274,5254,29321
"3301",24,39294,5944,3303
"3436",24,18783,5715,18961
"3458",24,29309,2022,11292
"4750",24,14127,5466,96421
"5732",24,10090,7365,47818
"6152",24,34007,6958,48926
"7856",24,49423,3915,90270
"7952",24,31505,405,5236
"8125",24,27717,0902,79904
"8148",24,32187,9778,77702
